-4704.3688851736915, -4767.08182312246
-4682.115978296322, -4762.833530881153
-4726.406513611635, -4761.012180017677
-4878.0406734520075, -4766.8636046893935
-4948.192660387164, -4775.930057474281
-4876.953575761338, -4780.981233388634
-4891.955027810441, -4786.529923109724
-4918.966060931192, -4793.151730000798
-4654.081823587674, -4786.1982346801415
-4867.793756803944, -4790.278010786332
-4922.082474865296, -4796.86823399028
-4734.225097015815, -4793.736077141557
-4801.166394433649, -4794.107593006162
-4719.814218643873, -4790.392924288047
-4698.706313588026, -4785.808593753046
-4786.807337881066, -4785.858530959447
-4806.941238267997, -4786.912666324874
-4890.664443087437, -4792.100255163003
-4907.711983150449, -4797.880841562375
-4889.252534365092, -4802.449426202511
-4858.590118115181, -4805.256460798145
-4871.558690456837, -4808.571572281079
-4766.859610968422, -4806.485974215446
-4721.552081552903, -4802.239279582319
-4622.116161262233, -4793.233123666315
-4627.445727600692, -4784.943753863034
-4618.971084694561, -4776.64512040461
-4636.280586196613, -4769.62689369421
-4659.7988030261295, -4764.135489160805
-4651.128119364164, -4758.485120670973
-4667.828405628206, -4753.952284918834
-4712.681861447612, -4751.8887637452735
-4780.769011246369, -4753.332776120328
-4839.758587724471, -4757.654066700535
-4818.616519298281, -4760.702189330422
-4790.622857559843, -4762.198222741893
-4809.267876555803, -4764.551705432588
-4570.4059971807565, -4754.8444200199965
-4571.912547105919, -4745.697826374292
-4700.0308502672115, -4743.414477568938
-4783.5338521908025, -4745.420446300031
-4765.027147650154, -4765.027147650154
-4822.654697878993, -4767.908525161595
